STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,MCCAIN_VOTES,MCCAIN_%,OTHER_VOTES,OTHER_%
AR,NEVADA,05,099,1474,0.406,2062,0.567,99,0.027
TX,GRAYSON,48,181,13900,0.306,31136,0.685,441,0.010
TX,COOKE,48,097,3051,0.203,11871,0.790,110,0.007
AR,LITTLERIVER,05,081,1753,0.340,3247,0.630,152,0.030
SC,CLARENDON,45,027,8673,0.558,6758,0.435,121,0.008
CA,ORANGE,06,059,549558,0.476,579064,0.502,25065,0.022
TX,LAMAR,48,277,5243,0.286,12952,0.705,167,0.009
GA,WALTON,13,297,8469,0.235,27253,0.757,304,0.008
AL,FAYETTE,01,057,1994,0.251,5883,0.739,80,0.010
GA,HARALSON,13,143,2248,0.203,8658,0.780,191,0.017
MS,GRENADA,28,043,5029,0.444,6234,0.551,58,0.005
SC,WILLIAMSBURG,45,089,11279,0.686,5004,0.304,160,0.010
TX,FANNIN,48,147,3464,0.296,8092,0.692,138,0.012
SC,CALHOUN,45,017,3970,0.513,3695,0.477,73,0.009
SC,AIKEN,45,003,26101,0.374,42849,0.614,820,0.012
AL,JEFFERSON,01,073,166121,0.522,149921,0.471,2482,0.008
TX,KING,48,269,8,0.049,151,0.926,4,0.025
TX,KNOX,48,275,367,0.268,986,0.721,15,0.011
TX,ARCHER,48,009,740,0.169,3595,0.824,30,0.007
TX,DICKENS,48,125,234,0.241,730,0.751,8,0.008
TX,CROSBY,48,107,684,0.357,1221,0.638,9,0.005
TX,BAYLOR,48,023,366,0.223,1262,0.768,15,0.009
TX,LUBBOCK,48,303,30486,0.313,66304,0.680,744,0.008
TX,COCHRAN,48,079,284,0.269,758,0.717,15,0.014
TX,HOCKLEY,48,219,1797,0.235,5795,0.758,53,0.007
AR,OUACHITA,05,103,4346,0.436,5427,0.545,187,0.019
GA,MORGAN,13,211,3091,0.338,5987,0.654,73,0.008
GA,CARROLL,13,045,14334,0.330,28661,0.659,503,0.012
MS,LEFLORE,28,083,8914,0.681,4105,0.314,62,0.005
MS,CLAY,28,025,6558,0.591,4466,0.403,68,0.006
GA,DOUGLAS,13,097,27825,0.505,26812,0.487,446,0.008
AR,CALHOUN,05,013,691,0.312,1462,0.659,64,0.029
AR,DREW,05,043,2598,0.393,3860,0.584,152,0.023
GA,ROCKDALE,13,247,20526,0.544,16921,0.449,259,0.007
SC,GEORGETOWN,45,043,14199,0.469,15790,0.521,301,0.010
AZ,GREENLEE,04,011,1165,0.400,1712,0.588,36,0.012
GA,GREENE,13,133,3339,0.422,4532,0.572,48,0.006
MS,LOWNDES,28,087,13209,0.481,13994,0.510,262,0.009
GA,NEWTON,13,217,20827,0.503,20337,0.491,271,0.007
MS,WEBSTER,28,155,1349,0.247,4072,0.746,36,0.007
GA,TALIAFERRO,13,265,643,0.650,339,0.342,8,0.008
TX,BOWIE,48,037,10815,0.307,24162,0.687,209,0.006
SC,ORANGEBURG,45,075,27263,0.686,12115,0.305,376,0.009
AR,BRADLEY,05,011,1680,0.416,2262,0.560,99,0.025
GA,COLUMBIA,13,073,15703,0.284,39322,0.710,326,0.006
AL,TALLADEGA,01,121,13779,0.403,20112,0.588,313,0.009
MS,MONTGOMERY,28,097,2609,0.457,3071,0.538,32,0.006
MS,CARROLL,28,015,2037,0.341,3902,0.654,26,0.004
GA,MCDUFFIE,13,189,3989,0.423,5400,0.572,51,0.005
AZ,GRAHAM,04,009,3487,0.290,8376,0.698,144,0.012
GA,CLAYTON,13,063,82527,0.830,16506,0.166,405,0.004
GA,HENRY,13,151,40567,0.459,47157,0.534,587,0.007
AR,MILLER,05,091,4869,0.323,9913,0.658,281,0.019
GA,WARREN,13,301,1554,0.584,1087,0.409,19,0.007
AL,TUSCALOOSA,01,125,32796,0.416,45405,0.575,711,0.009
NM,LEA,35,025,5108,0.274,13347,0.716,190,0.010
MS,OKTIBBEHA,28,105,9326,0.496,9320,0.496,146,0.008
AR,CHICOT,05,017,3043,0.584,2119,0.407,46,0.009
GA,FAYETTE,13,113,20313,0.342,38501,0.649,507,0.009
AL,SHELBY,01,117,20625,0.228,69060,0.762,958,0.011
GA,RICHMOND,13,245,52100,0.657,26842,0.338,391,0.005
AL,PICKENS,01,107,4594,0.456,5434,0.540,39,0.004
MS,CHOCTAW,28,019,1459,0.353,2624,0.636,45,0.011
MS,WASHINGTON,28,151,13148,0.671,6347,0.324,88,0.005
GA,JASPER,13,159,1935,0.328,3916,0.663,53,0.009
GA,COWETA,13,077,15521,0.290,37571,0.702,457,0.009
SC,BERKELEY,45,015,27755,0.428,36205,0.559,821,0.013
CA,SANDIEGO,06,073,666581,0.541,541032,0.439,23434,0.019
AL,RANDOLPH,01,111,3064,0.295,7175,0.691,145,0.014
AL,CLAY,01,027,1760,0.258,4984,0.731,75,0.011
TX,DELTA,48,119,589,0.269,1580,0.723,18,0.008
SC,BARNWELL,45,011,4931,0.503,4769,0.487,98,0.010
GA,PUTNAM,13,237,3102,0.340,5966,0.653,64,0.007
NM,SIERRA,35,051,2352,0.429,3017,0.550,116,0.021
AR,LAFAYETTE,05,073,1133,0.390,1685,0.581,84,0.029
GA,HANCOCK,13,141,3535,0.814,795,0.183,14,0.003
AZ,YUMA,04,027,18559,0.426,24577,0.563,479,0.011
AZ,PINAL,04,021,44254,0.422,59421,0.567,1208,0.012
TX,JACK,48,237,470,0.155,2528,0.836,25,0.008
AR,COLUMBIA,05,027,3554,0.372,5861,0.613,143,0.015
GA,BUTTS,13,035,3065,0.337,5947,0.654,79,0.009
SC,BAMBERG,45,009,4426,0.650,2309,0.339,79,0.012
CA,IMPERIAL,06,025,24162,0.622,14008,0.361,650,0.017
TX,WISE,48,497,4471,0.217,15973,0.774,195,0.009
TX,DENTON,48,121,91160,0.375,149935,0.616,2168,0.009
GA,HEARD,13,149,1042,0.247,3133,0.742,50,0.012
TX,HUNT,48,231,8594,0.291,20573,0.697,357,0.012
TX,COLLIN,48,085,109047,0.368,184897,0.623,2639,0.009
TX,KENT,48,263,99,0.221,342,0.763,7,0.016
TX,STONEWALL,48,433,206,0.280,524,0.713,5,0.007
TX,TITUS,48,449,3145,0.340,6028,0.652,72,0.008
TX,GARZA,48,169,375,0.214,1356,0.775,19,0.011
TX,THROCKMORTON,48,447,166,0.198,671,0.801,1,0.001
TX,YOUNG,48,503,1303,0.178,5942,0.813,60,0.008
TX,HASKELL,48,207,699,0.330,1388,0.656,29,0.014
AR,ASHLEY,05,003,2976,0.344,5406,0.626,260,0.030
TX,LYNN,48,305,627,0.296,1473,0.696,16,0.008
NM,OTERO,35,035,8610,0.396,12806,0.588,350,0.016
TX,YOAKUM,48,501,450,0.183,1989,0.809,19,0.008
TX,TERRY,48,445,1379,0.322,2879,0.673,22,0.005
TX,FRANKLIN,48,159,1036,0.231,3392,0.755,63,0.014
AR,UNION,05,139,6190,0.360,10677,0.622,312,0.018
TX,HOPKINS,48,223,3530,0.273,9299,0.720,90,0.007
TX,MORRIS,48,343,2055,0.392,3158,0.602,35,0.007
MS,HOLMES,28,051,7765,0.814,1714,0.180,64,0.007
GA,SPALDING,13,255,10141,0.402,14885,0.589,229,0.009
SC,DORCHESTER,45,035,21806,0.416,29929,0.571,670,0.013
MS,HUMPHREYS,28,053,3634,0.709,1462,0.285,30,0.006
GA,GLASCOCK,13,125,210,0.147,1202,0.842,16,0.011
GA,JEFFERSON,13,163,4149,0.574,3061,0.423,24,0.003
TX,CASS,48,067,3490,0.295,8279,0.699,77,0.007
GA,BURKE,13,033,5233,0.544,4344,0.451,49,0.005
MS,NOXUBEE,28,103,5030,0.763,1525,0.231,34,0.005
MS,WINSTON,28,159,4653,0.455,5497,0.538,71,0.007
MS,ATTALA,28,007,3849,0.419,5273,0.574,61,0.007
AL,BIBB,01,007,2299,0.266,6262,0.724,83,0.010
GA,WASHINGTON,13,303,4607,0.520,4216,0.476,40,0.005
GA,MERIWETHER,13,199,4465,0.470,4982,0.524,57,0.006
GA,TROUP,13,285,10455,0.402,15391,0.591,182,0.007
SC,CHARLESTON,45,019,82698,0.535,69822,0.452,1914,0.012
NM,GRANT,35,017,8142,0.592,5406,0.393,207,0.015
GA,PIKE,13,231,1575,0.192,6547,0.798,81,0.010
GA,LAMAR,13,171,2752,0.358,4873,0.634,63,0.008
GA,MONROE,13,207,4106,0.339,7933,0.654,92,0.008
GA,BALDWIN,13,009,8587,0.519,7823,0.473,127,0.008
GA,JONES,13,169,4572,0.368,7782,0.626,84,0.007
SC,COLLETON,45,029,8616,0.497,8525,0.492,180,0.010
SC,ALLENDALE,45,005,3029,0.753,947,0.235,48,0.012
AL,GREENE,01,063,4408,0.831,876,0.165,21,0.004
AL,CHAMBERS,01,017,6799,0.455,8067,0.539,90,0.006
AL,TALLAPOOSA,01,123,6063,0.314,13116,0.679,132,0.007
AL,COOSA,01,037,2273,0.409,3248,0.584,42,0.008
MS,SHARKEY,28,125,1907,0.682,873,0.312,15,0.005
TX,CAMP,48,063,1734,0.380,2798,0.613,35,0.008
AL,CHILTON,01,021,3674,0.207,13960,0.785,151,0.009
NM,DONAANA,35,013,40282,0.581,28068,0.405,930,0.013
GA,SCREVEN,13,251,3024,0.467,3423,0.528,34,0.005
SC,HAMPTON,45,049,5816,0.622,3439,0.368,95,0.010
MS,YAZOO,28,163,6116,0.533,5290,0.461,71,0.006
LA,CADDO,22,017,55536,0.511,52228,0.481,896,0.008
LA,BOSSIER,22,015,12703,0.277,32713,0.714,419,0.009
LA,WEBSTER,22,119,6610,0.362,11417,0.625,243,0.013
LA,CLAIBORNE,22,027,3025,0.442,3750,0.548,66,0.010
LA,UNION,22,111,3103,0.286,7619,0.701,146,0.013
TX,WOOD,48,499,4010,0.226,13658,0.768,116,0.007
MS,ISSAQUENA,28,055,579,0.610,364,0.383,7,0.007
GA,WILKINSON,13,319,2298,0.492,2349,0.503,26,0.006
LA,MOREHOUSE,22,067,5792,0.439,7258,0.550,150,0.011
AL,HALE,01,065,4982,0.607,3200,0.390,32,0.004
LA,WESTCARROLL,22,123,878,0.176,4045,0.811,64,0.013
TX,PALOPINTO,48,363,2499,0.253,7264,0.735,127,0.013
LA,EASTCARROLL,22,035,2267,0.637,1254,0.352,38,0.011
TX,PARKER,48,367,10502,0.219,36974,0.771,475,0.010
GA,UPSON,13,293,4061,0.356,7291,0.638,69,0.006
AL,SUMTER,01,119,5264,0.750,1731,0.247,25,0.004
TX,TARRANT,48,439,274880,0.437,348420,0.554,5253,0.008
TX,DALLAS,48,113,422989,0.573,310000,0.420,5474,0.007
TX,ROCKWALL,48,397,8492,0.265,23300,0.727,274,0.009
TX,RAINS,48,379,1048,0.247,3146,0.743,42,0.010
TX,SCURRY,48,415,1088,0.195,4414,0.793,67,0.012
NM,EDDY,35,015,7351,0.366,12500,0.622,242,0.012
TX,FISHER,48,151,687,0.385,1083,0.607,14,0.008
TX,BORDEN,48,033,40,0.111,316,0.875,5,0.014
TX,DAWSON,48,115,1152,0.281,2906,0.710,38,0.009
TX,GAINES,48,165,650,0.160,3385,0.832,32,0.008
TX,JONES,48,253,1528,0.263,4203,0.724,77,0.013
TX,SHACKELFORD,48,417,208,0.138,1284,0.853,13,0.009
TX,STEPHENS,48,429,626,0.177,2869,0.814,31,0.009
GA,JENKINS,13,165,1482,0.431,1936,0.563,22,0.006
GA,BIBB,13,021,38987,0.587,27037,0.407,344,0.005
MS,NESHOBA,28,099,3114,0.273,8209,0.720,79,0.007
MS,LEAKE,28,079,4151,0.444,5148,0.550,60,0.006
MS,KEMPER,28,069,3256,0.623,1935,0.370,32,0.006
TX,UPSHUR,48,459,3790,0.250,11222,0.740,152,0.010
GA,TWIGGS,13,289,2402,0.532,2087,0.462,30,0.007
GA,TALBOT,13,263,2369,0.640,1301,0.352,30,0.008
TX,MARION,48,315,1644,0.387,2567,0.604,41,0.010
MS,MADISON,28,089,19831,0.420,27203,0.576,235,0.005
AL,PERRY,01,105,4457,0.724,1679,0.273,23,0.004
GA,HARRIS,13,145,4184,0.281,10648,0.714,76,0.005
GA,CRAWFORD,13,079,1832,0.350,3358,0.641,50,0.010
TX,KAUFMAN,48,257,11161,0.318,23735,0.675,249,0.007
GA,EMANUEL,13,107,3068,0.372,5110,0.620,64,0.008
TX,VANZANDT,48,467,4505,0.221,15734,0.772,156,0.008
GA,JOHNSON,13,167,1198,0.329,2426,0.666,20,0.006
TX,HARRISON,48,203,8887,0.340,17103,0.654,168,0.006
NM,HIDALGO,35,023,993,0.509,936,0.480,22,0.011
AL,ELMORE,01,051,8301,0.242,25777,0.751,237,0.007
LA,LINCOLN,22,061,8292,0.432,10680,0.557,207,0.011
SC,JASPER,45,053,5389,0.609,3365,0.380,100,0.011
GA,TAYLOR,13,269,1536,0.429,2021,0.564,26,0.007
AL,LEE,01,081,21498,0.396,32230,0.593,597,0.011
AL,DALLAS,01,047,13986,0.671,6798,0.326,68,0.003
LA,OUACHITA,22,073,24813,0.369,41741,0.621,690,0.010
GA,LAURENS,13,175,7769,0.390,12052,0.605,116,0.006
AL,AUTAUGA,01,001,6093,0.258,17403,0.736,145,0.006
SC,BEAUFORT,45,013,30396,0.441,37821,0.549,653,0.009
GA,PEACH,13,225,5927,0.531,5173,0.463,65,0.006
GA,HOUSTON,13,153,22094,0.395,33392,0.597,445,0.008
TX,SMITH,48,423,23726,0.298,55187,0.694,648,0.008
LA,RICHLAND,22,083,3311,0.361,5751,0.626,119,0.013
TX,GREGG,48,183,13166,0.309,29203,0.685,241,0.006
GA,BULLOCH,13,031,9586,0.401,14174,0.593,160,0.007
MS,SCOTT,28,123,5025,0.431,6584,0.564,62,0.005
MS,WARREN,28,149,10489,0.482,11152,0.512,123,0.006
GA,MUSCOGEE,13,215,44158,0.596,29568,0.399,339,0.005
NM,LUNA,35,029,4311,0.517,3870,0.464,159,0.019
GA,EFFINGHAM,13,103,4936,0.243,15230,0.750,150,0.007
AL,MACON,01,087,9450,0.869,1396,0.128,31,0.003
MS,RANKIN,28,121,14372,0.228,48140,0.763,591,0.009
LA,BIENVILLE,22,013,3589,0.483,3776,0.508,65,0.009
GA,BLECKLEY,13,023,1380,0.272,3657,0.721,34,0.007
MS,LAUDERDALE,28,075,13332,0.403,19582,0.591,200,0.006
MS,NEWTON,28,101,3218,0.327,6579,0.668,58,0.006
MS,HINDS,28,049,75401,0.692,32949,0.303,552,0.005
LA,MADISON,22,065,3100,0.585,2152,0.406,48,0.009
GA,MARION,13,197,1381,0.434,1772,0.557,31,0.010
GA,CANDLER,13,043,1209,0.344,2286,0.650,23,0.007
TX,HOOD,48,221,5087,0.225,17299,0.766,210,0.009
TX,JOHNSON,48,251,12912,0.258,36685,0.733,453,0.009
TX,ELLIS,48,139,15333,0.285,38078,0.707,442,0.008
AL,MARENGO,01,091,5926,0.517,5516,0.481,29,0.003
GA,CHATTAHOOCHEE,13,053,830,0.506,811,0.494,1,0.001
TX,HOWARD,48,227,2545,0.263,7029,0.725,115,0.012
TX,MITCHELL,48,335,586,0.241,1815,0.747,30,0.012
TX,NOLAN,48,353,1521,0.300,3485,0.688,57,0.011
TX,MARTIN,48,317,314,0.183,1389,0.810,12,0.007
TX,ANDREWS,48,003,790,0.171,3816,0.824,23,0.005
GA,MACON,13,193,3251,0.653,1712,0.344,18,0.004
TX,TAYLOR,48,441,12690,0.268,34317,0.723,432,0.009
TX,EASTLAND,48,133,1271,0.195,5165,0.793,73,0.011
TX,ERATH,48,143,3128,0.223,10768,0.768,123,0.009
TX,CALLAHAN,48,059,1063,0.186,4589,0.803,64,0.011
AZ,PIMA,04,019,206254,0.524,182406,0.464,4768,0.012
GA,TREUTLEN,13,283,1112,0.376,1826,0.618,16,0.005
AL,RUSSELL,01,113,10085,0.533,8705,0.460,125,0.007
AL,MONTGOMERY,01,101,62166,0.594,42031,0.401,546,0.005
LA,JACKSON,22,049,2456,0.318,5190,0.671,90,0.012
GA,DODGE,13,091,2595,0.316,5543,0.675,74,0.009
GA,SCHLEY,13,249,479,0.276,1252,0.720,7,0.004
AZ,COCHISE,04,003,18943,0.388,29026,0.595,851,0.017
AL,LOWNDES,01,085,5449,0.749,1809,0.249,20,0.003
TX,RUSK,48,401,4983,0.266,13646,0.729,93,0.005
LA,FRANKLIN,22,041,2961,0.316,6278,0.671,119,0.013
GA,PULASKI,13,235,1377,0.348,2553,0.646,23,0.006
TX,PANOLA,48,365,2586,0.253,7582,0.742,48,0.005
TX,HENDERSON,48,213,7913,0.273,20857,0.719,223,0.008
GA,MONTGOMERY,13,209,1045,0.291,2521,0.702,24,0.007
GA,TOOMBS,13,279,2964,0.306,6658,0.687,66,0.007
LA,DESOTO,22,031,5242,0.428,6883,0.562,132,0.011
TX,NAVARRO,48,349,5400,0.331,10810,0.662,111,0.007
TX,SOMERVELL,48,425,799,0.226,2677,0.758,57,0.016
GA,TATTNALL,13,267,1932,0.288,4730,0.705,52,0.008
AL,CHOCTAW,01,023,3636,0.461,4223,0.535,35,0.004
GA,WHEELER,13,309,794,0.359,1408,0.637,8,0.004
AL,BULLOCK,01,011,4011,0.741,1391,0.257,13,0.002
GA,DOOLY,13,093,2138,0.514,1991,0.479,31,0.008
GA,EVANS,13,109,1374,0.356,2462,0.639,19,0.005
