STATE,COUNTY_NAME,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,ROMNEY_VOTES,ROMNEY_%,OTHER_VOTES,OTHER_%
TN,LAKE,47,095,884,0.424,1163,0.557,40,0.019
TN,LAUDERDALE,47,097,4011,0.462,4616,0.531,62,0.007
TN,LAWRENCE,47,099,4237,0.278,10770,0.708,212,0.014
TN,LEWIS,47,101,1447,0.308,3117,0.664,130,0.028
TN,LINCOLN,47,103,3290,0.248,9803,0.739,175,0.013
TN,LOUDON,47,105,5058,0.229,16707,0.757,308,0.014
TN,MACON,47,107,1552,0.225,5260,0.762,93,0.013
TN,MADISON,47,109,18367,0.451,21993,0.540,342,0.008
TN,MARION,47,111,3953,0.380,6272,0.603,184,0.018
TN,MARSHALL,47,113,3725,0.347,6832,0.636,184,0.017
TN,MAURY,47,115,11825,0.358,20708,0.627,473,0.014
TN,MCMINN,47,117,4609,0.258,12967,0.727,258,0.014
TN,MCNAIRY,47,119,2645,0.270,7015,0.716,142,0.014
TN,MEIGS,47,121,1163,0.293,2734,0.690,67,0.017
TN,MONROE,47,123,4372,0.268,11731,0.718,235,0.014
TN,MONTGOMERY,47,125,24499,0.441,30245,0.544,840,0.015
TN,MOORE,47,127,705,0.252,2053,0.733,41,0.015
TN,MORGAN,47,129,1725,0.265,4669,0.718,110,0.017
TN,OBION,47,131,3321,0.270,8814,0.717,162,0.013
TN,OVERTON,47,133,2805,0.366,4775,0.623,84,0.011
TN,PERRY,47,135,992,0.378,1578,0.602,51,0.019
TN,PICKETT,47,137,712,0.290,1712,0.698,29,0.012
TN,POLK,47,139,1856,0.306,4108,0.678,95,0.016
TN,PUTNAM,47,141,7802,0.306,17254,0.677,444,0.017
TN,RHEA,47,143,2628,0.248,7802,0.737,160,0.015
TN,ROANE,47,145,6018,0.285,14724,0.698,348,0.017
TN,ROBERTSON,47,147,8290,0.315,17643,0.671,356,0.014
TN,RUTHERFORD,47,149,36414,0.368,60846,0.616,1588,0.016
TN,SCOTT,47,151,1452,0.218,5117,0.767,99,0.015
TN,SEQUATCHIE,47,153,1489,0.290,3541,0.689,112,0.022
TN,SEVIER,47,155,7418,0.219,25984,0.767,462,0.014
TN,SHELBY,47,157,232443,0.626,135649,0.366,3017,0.008
TN,SMITH,47,159,2470,0.349,4495,0.634,122,0.017
TN,STEWART,47,161,2069,0.404,2963,0.579,83,0.016
TN,SULLIVAN,47,163,15321,0.256,43562,0.727,1004,0.017
TN,SUMNER,47,165,18579,0.284,46003,0.704,784,0.012
TN,TIPTON,47,167,7133,0.296,16672,0.692,276,0.011
TN,TROUSDALE,47,169,1240,0.427,1612,0.555,53,0.018
TN,UNICOI,47,171,1913,0.270,5032,0.710,141,0.020
TN,UNION,47,173,1478,0.254,4282,0.735,68,0.012
TN,VANBUREN,47,175,875,0.380,1386,0.603,39,0.017
TN,WARREN,47,177,4752,0.365,8010,0.615,253,0.019
TN,WASHINGTON,47,179,14325,0.298,32808,0.683,899,0.019
TN,WAYNE,47,181,1163,0.212,4253,0.775,70,0.013
TN,WEAKLEY,47,183,3548,0.288,8605,0.697,184,0.015
TN,WHITE,47,185,2795,0.306,6197,0.678,148,0.016
TN,WILLIAMSON,47,187,25142,0.261,69850,0.726,1233,0.013
TN,WILSON,47,189,14695,0.285,36109,0.701,695,0.013
TX,ANDERSON,48,001,3813,0.235,12262,0.756,137,0.008
TX,ANDREWS,48,003,795,0.177,3639,0.812,48,0.011
TX,ANGELINA,48,005,7834,0.276,20303,0.715,269,0.009
TX,ARCHER,48,009,525,0.126,3600,0.865,39,0.009
TX,ARMSTRONG,48,011,98,0.105,828,0.886,9,0.010
TX,ATASCOSA,48,013,5133,0.404,7461,0.587,127,0.010
TX,AUSTIN,48,015,2252,0.193,9265,0.795,132,0.011
TX,BAILEY,48,017,466,0.257,1339,0.737,11,0.006
TX,BANDERA,48,019,1864,0.197,7426,0.786,158,0.017
TX,BASTROP,48,021,9864,0.403,14033,0.573,584,0.024
TX,BAYLOR,48,023,267,0.168,1297,0.815,28,0.018
TX,BEE,48,025,3452,0.438,4356,0.553,71,0.009
TX,BELL,48,027,35512,0.412,49574,0.575,1120,0.013
TX,BEXAR,48,029,264856,0.516,241617,0.470,7208,0.014
TX,BLANCO,48,031,1220,0.245,3638,0.732,115,0.023
TX,BORDEN,48,033,32,0.088,324,0.893,7,0.019
TX,BOSQUE,48,035,1367,0.186,5885,0.800,104,0.014
TX,BOWIE,48,037,10196,0.288,24869,0.702,339,0.010
TX,BRAZOS,48,041,17477,0.312,37209,0.665,1276,0.023
TX,BREWSTER,48,043,1765,0.456,1976,0.511,126,0.033
TX,BRISCOE,48,045,117,0.167,578,0.823,7,0.010
TX,BROOKS,48,047,1886,0.785,507,0.211,10,0.004
TX,BROWN,48,049,1904,0.137,11895,0.853,148,0.011
TX,BURLESON,48,051,1705,0.264,4671,0.724,80,0.012
TX,BURNET,48,053,3674,0.219,12843,0.765,279,0.017
TX,CALDWELL,48,055,4791,0.433,6021,0.544,256,0.023
TX,CALLAHAN,48,059,751,0.145,4378,0.842,68,0.013
TX,CAMP,48,063,1428,0.329,2881,0.665,26,0.006
TX,CARSON,48,065,292,0.105,2451,0.882,35,0.013
TX,CASS,48,067,2924,0.248,8763,0.743,101,0.009
TX,CASTRO,48,069,630,0.297,1470,0.694,19,0.009
TX,CHEROKEE,48,073,3875,0.240,12094,0.750,157,0.010
TX,CHILDRESS,48,075,320,0.160,1665,0.834,11,0.006
TX,CLAY,48,077,740,0.146,4266,0.844,51,0.010
TX,COCHRAN,48,079,256,0.279,649,0.708,12,0.013
TX,COKE,48,081,179,0.127,1218,0.865,11,0.008
TX,COLEMAN,48,083,442,0.127,3012,0.863,38,0.011
TX,COLLIN,48,085,101415,0.335,196888,0.650,4518,0.015
TX,COLLINGSWORTH,48,087,177,0.154,962,0.837,11,0.010
TX,COLORADO,48,089,2029,0.250,6026,0.742,62,0.008
TX,COMAL,48,091,11450,0.222,39318,0.763,761,0.015
TX,COMANCHE,48,093,890,0.181,3944,0.804,72,0.015
TX,CONCHO,48,095,194,0.194,793,0.792,14,0.014
TX,COOKE,48,097,2246,0.157,11951,0.833,154,0.011
TX,CORYELL,48,099,5158,0.311,11220,0.676,226,0.014
TX,COTTLE,48,101,180,0.243,555,0.749,6,0.008
TX,CRANE,48,103,275,0.214,985,0.768,23,0.018
TX,CROCKETT,48,105,480,0.329,957,0.657,20,0.014
TX,CROSBY,48,107,639,0.358,1132,0.633,16,0.009
TX,CULBERSON,48,109,568,0.646,295,0.336,16,0.018
TX,DALLAM,48,111,253,0.165,1248,0.814,33,0.022
TX,DALLAS,48,113,405571,0.571,295813,0.417,8733,0.012
TX,DAWSON,48,115,1019,0.280,2591,0.711,32,0.009
TX,DEAFSMITH,48,117,1239,0.288,3042,0.706,28,0.006
TX,DELTA,48,119,454,0.225,1524,0.755,40,0.020
TX,DENTON,48,121,80978,0.334,157579,0.649,4224,0.017
TX,DEWITT,48,123,1467,0.221,5122,0.772,49,0.007
TX,DICKENS,48,125,216,0.212,793,0.778,10,0.010
TX,DIMMIT,48,127,2141,0.734,762,0.261,14,0.005
TX,DONLEY,48,129,226,0.147,1287,0.838,22,0.014
TX,DUVAL,48,131,3331,0.767,980,0.226,33,0.008
TX,EASTLAND,48,133,970,0.149,5444,0.838,81,0.012
TX,ECTOR,48,135,8118,0.250,24010,0.738,385,0.012
TX,EDWARDS,48,137,232,0.262,642,0.726,10,0.011
TX,ELPASO,48,139,112952,0.655,57150,0.331,2310,0.013
TX,ELLIS,48,141,13881,0.256,39574,0.731,696,0.013
TX,ERATH,48,143,1965,0.158,10329,0.828,179,0.014
TX,FALLS,48,145,2033,0.374,3356,0.618,45,0.008
TX,FANNIN,48,147,2486,0.230,8161,0.755,157,0.015
TX,FAYETTE,48,149,2315,0.219,8106,0.768,130,0.012
TX,FISHER,48,151,512,0.314,1094,0.672,23,0.014
TX,FLOYD,48,153,551,0.264,1523,0.730,11,0.005
TX,FOARD,48,155,140,0.283,348,0.703,7,0.014
TX,FORTBEND,48,157,101144,0.461,116126,0.529,2219,0.010
TX,FRANKLIN,48,159,751,0.176,3446,0.809,60,0.014
TX,FREESTONE,48,161,1850,0.244,5646,0.746,74,0.010
TX,FRIO,48,163,2376,0.599,1559,0.393,33,0.008
TX,GAINES,48,165,535,0.132,3484,0.857,47,0.012
TX,GARZA,48,169,279,0.179,1263,0.810,18,0.012
TX,GILLESPIE,48,171,2055,0.164,10306,0.821,189,0.015
TX,GLASSCOCK,48,173,44,0.076,526,0.910,8,0.014
TX,GOLIAD,48,175,1127,0.326,2294,0.663,37,0.011
TX,GONZALES,48,177,1777,0.293,4216,0.696,64,0.011
TX,GRAY,48,179,886,0.120,6443,0.872,60,0.008
TX,GRAYSON,48,181,10670,0.252,30936,0.732,658,0.016
TX,GREGG,48,183,12398,0.299,28742,0.692,367,0.009
TX,GRIMES,48,185,2339,0.272,6141,0.714,121,0.014
TX,GUADALUPE,48,187,15744,0.318,33117,0.669,653,0.013
TX,HALE,48,189,2243,0.253,6490,0.733,121,0.014
TX,HALL,48,191,265,0.239,832,0.750,12,0.011
TX,HAMILTON,48,193,591,0.166,2918,0.822,43,0.012
TX,HANSFORD,48,195,159,0.081,1788,0.911,15,0.008
TX,HARDEMAN,48,197,302,0.202,1176,0.787,17,0.011
TX,HARDIN,48,199,3359,0.158,17746,0.833,192,0.009
TX,HARRISON,48,203,8456,0.323,17512,0.669,202,0.008
TX,HARTLEY,48,205,184,0.096,1708,0.893,21,0.011
TX,HASKELL,48,207,553,0.275,1424,0.707,36,0.018
TX,HAYS,48,209,25537,0.433,31661,0.537,1813,0.031
TX,HEMPHILL,48,211,192,0.127,1298,0.860,19,0.013
TX,HENDERSON,48,213,6106,0.221,21231,0.768,290,0.010
TX,HIDALGO,48,215,97969,0.704,39865,0.286,1325,0.010
TX,HILL,48,217,2752,0.228,9132,0.758,161,0.013
TX,HOCKLEY,48,219,1486,0.208,5546,0.777,102,0.014
TX,HOOD,48,221,3843,0.171,18409,0.817,283,0.013
TX,HOPKINS,48,223,2777,0.218,9836,0.771,140,0.011
TX,HOUSTON,48,225,2265,0.276,5880,0.716,69,0.008
TX,HOWARD,48,227,2110,0.243,6453,0.742,132,0.015
TX,HUDSPETH,48,229,379,0.439,471,0.546,13,0.015
TX,HUNT,48,231,6671,0.238,21011,0.749,367,0.013
TX,HUTCHINSON,48,233,1045,0.132,6804,0.858,79,0.010
TX,IRION,48,235,112,0.142,668,0.848,8,0.010
TX,JACK,48,237,303,0.104,2580,0.887,25,0.009
TX,JACKSON,48,239,1070,0.213,3906,0.777,49,0.010
TX,JASPER,48,241,3423,0.253,9957,0.737,137,0.010
TX,JEFFDAVIS,48,243,440,0.369,719,0.603,33,0.028
TX,JEFFERSON,48,245,44668,0.504,43242,0.488,717,0.008
TX,JIMHOGG,48,247,1301,0.780,356,0.214,10,0.006
TX,JIMWELLS,48,249,6492,0.581,4598,0.412,76,0.007
TX,JOHNSON,48,251,10496,0.215,37661,0.771,681,0.014
TX,JONES,48,253,1226,0.220,4262,0.766,79,0.014
TX,KARNES,48,255,1325,0.317,2825,0.675,35,0.008
TX,KAUFMAN,48,257,9472,0.273,24846,0.717,352,0.010
TX,KENDALL,48,259,3043,0.171,14508,0.816,232,0.013
TX,KENT,48,263,66,0.163,335,0.827,4,0.010
TX,KERR,48,265,4338,0.198,17274,0.790,267,0.012
TX,KIMBLE,48,267,217,0.115,1667,0.881,8,0.004
TX,KING,48,269,5,0.034,139,0.959,1,0.007
TX,KINNEY,48,271,522,0.366,880,0.618,23,0.016
TX,KLEBERG,48,273,4754,0.534,4058,0.456,95,0.011
TX,KNOX,48,275,332,0.220,1160,0.768,18,0.012
TX,LAMAR,48,277,4181,0.243,12826,0.746,190,0.011
TX,LAMB,48,279,998,0.244,3058,0.747,35,0.009
TX,LAMPASAS,48,281,1479,0.205,5621,0.780,104,0.014
TX,LASALLE,48,283,965,0.586,669,0.406,12,0.007
TX,LAVACA,48,285,1428,0.172,6796,0.819,70,0.008
TX,LEE,48,287,1632,0.262,4507,0.724,82,0.013
TX,LEON,48,289,1062,0.153,5814,0.837,69,0.010
TX,LIBERTY,48,291,5202,0.229,17323,0.762,221,0.010
TX,LIMESTONE,48,293,2208,0.292,5288,0.699,67,0.009
TX,LIPSCOMB,48,295,119,0.102,1044,0.894,5,0.004
TX,LIVEOAK,48,297,919,0.223,3154,0.767,40,0.010
TX,LLANO,48,299,1822,0.191,7610,0.796,126,0.013
TX,LOVING,48,301,9,0.141,54,0.844,1,0.016
TX,LUBBOCK,48,303,26271,0.288,63469,0.696,1444,0.016
TX,LYNN,48,305,506,0.258,1439,0.735,14,0.007
TX,MADISON,48,307,967,0.240,3028,0.752,33,0.008
TX,MARION,48,309,1495,0.349,2733,0.638,54,0.013
TX,MARTIN,48,311,248,0.153,1368,0.842,8,0.005
TX,MASON,48,313,380,0.193,1565,0.795,23,0.012
TX,MATAGORDA,48,315,3980,0.328,8040,0.663,113,0.009
TX,MAVERICK,48,317,8303,0.786,2171,0.206,89,0.008
TX,MCCULLOCH,48,319,537,0.179,2419,0.808,37,0.012
TX,MCMULLEN,48,323,67,0.133,431,0.857,5,0.010
TX,MEDINA,48,325,4784,0.298,11079,0.690,186,0.012
TX,MENARD,48,327,171,0.201,665,0.783,13,0.015
TX,MIDLAND,48,329,8286,0.186,35689,0.800,622,0.014
TX,MILAM,48,331,2636,0.320,5481,0.666,113,0.014
TX,MILLS,48,333,279,0.127,1882,0.855,40,0.018
TX,MITCHELL,48,335,538,0.232,1756,0.758,22,0.009
TX,MONTAGUE,48,337,1116,0.144,6549,0.845,86,0.011
TX,MONTGOMERY,48,339,32920,0.190,137969,0.797,2224,0.013
TX,MOORE,48,341,964,0.193,3968,0.796,53,0.011
TX,MORRIS,48,343,1858,0.362,3232,0.629,49,0.010
TX,MOTLEY,48,345,55,0.092,538,0.897,7,0.012
TX,NACOGDOCHES,48,347,6465,0.313,13925,0.674,263,0.013
TX,NAVARRO,48,349,4350,0.283,10847,0.706,167,0.011
TX,NEWTON,48,351,1677,0.286,4112,0.701,80,0.014
TX,NOLAN,48,353,1216,0.266,3282,0.717,77,0.017
TX,OCHILTREE,48,357,253,0.085,2719,0.908,21,0.007
TX,OLDHAM,48,359,71,0.082,790,0.909,8,0.009
TX,ORANGE,48,361,6800,0.223,23366,0.766,352,0.012
TX,PALOPINTO,48,363,1811,0.194,7393,0.792,133,0.014
TX,PANOLA,48,365,2211,0.216,7950,0.777,69,0.007
TX,PARKER,48,367,7853,0.165,39243,0.823,598,0.013
TX,PARMER,48,369,529,0.207,2011,0.787,14,0.005
TX,PECOS,48,371,1591,0.383,2512,0.605,47,0.011
TX,POLK,48,373,4859,0.254,14071,0.735,204,0.011
TX,POTTER,48,375,7126,0.269,18918,0.715,406,0.015
TX,PRESIDIO,48,377,1282,0.706,504,0.277,31,0.017
TX,RAINS,48,379,761,0.186,3279,0.802,47,0.011
TX,RANDALL,48,381,7574,0.152,41447,0.834,675,0.014
TX,REAGAN,48,383,158,0.187,676,0.802,9,0.011
TX,REAL,48,385,277,0.180,1236,0.805,22,0.014
TX,REDRIVER,48,387,1482,0.292,3549,0.699,43,0.008
TX,REEVES,48,389,1655,0.575,1188,0.413,34,0.012
TX,REFUGIO,48,391,998,0.373,1663,0.621,16,0.006
TX,ROBERTS,48,393,33,0.065,468,0.921,7,0.014
TX,ROBERTSON,48,395,2798,0.384,4419,0.606,70,0.010
TX,ROCKWALL,48,397,8120,0.228,27113,0.760,445,0.012
TX,RUNNELS,48,399,519,0.141,3104,0.846,45,0.012
TX,RUSK,48,401,4451,0.240,13924,0.751,171,0.009
TX,SABINE,48,403,807,0.176,3727,0.814,44,0.010
TX,SANAUGUSTINE,48,405,1193,0.323,2469,0.669,28,0.008
TX,SANJACINTO,48,407,2410,0.251,7107,0.739,99,0.010
TX,SANSABA,48,411,323,0.143,1905,0.843,31,0.014
TX,SCHLEICHER,48,413,221,0.217,787,0.774,9,0.009
TX,SCURRY,48,415,838,0.167,4124,0.820,65,0.013
TX,SHACKELFORD,48,417,131,0.096,1218,0.894,14,0.010
TX,SHELBY,48,419,2322,0.250,6879,0.741,83,0.009
TX,SHERMAN,48,421,121,0.117,908,0.875,9,0.009
TX,SMITH,48,423,21456,0.270,57331,0.720,814,0.010
TX,SOMERVELL,48,425,613,0.173,2871,0.811,54,0.015
TX,STARR,48,427,10260,0.863,1547,0.130,76,0.006
TX,STEPHENS,48,429,475,0.139,2892,0.848,45,0.013
TX,STERLING,48,431,31,0.063,459,0.929,4,0.008
TX,STONEWALL,48,433,160,0.237,507,0.751,8,0.012
TX,SUTTON,48,435,369,0.248,1110,0.745,10,0.007
TX,SWISHER,48,437,579,0.255,1655,0.729,36,0.016
TX,TARRANT,48,439,253071,0.414,348920,0.571,8899,0.015
TX,TAYLOR,48,441,9750,0.225,32904,0.761,609,0.014
TX,TERRELL,48,443,184,0.332,358,0.645,13,0.023
TX,TERRY,48,445,1059,0.286,2602,0.702,48,0.013
TX,THROCKMORTON,48,447,109,0.134,700,0.861,4,0.005
TX,TITUS,48,449,2648,0.299,6084,0.687,122,0.014
TX,TOMGREEN,48,451,9294,0.253,26878,0.732,548,0.015
TX,TRAVIS,48,453,232788,0.601,140152,0.362,14117,0.036
TX,TRINITY,48,455,1614,0.259,4537,0.728,84,0.013
TX,TYLER,48,457,1668,0.218,5910,0.772,76,0.010
TX,UPSHUR,48,459,2971,0.196,12015,0.794,152,0.010
TX,UPTON,48,461,333,0.256,953,0.733,14,0.011
TX,UVALDE,48,463,3825,0.453,4529,0.537,81,0.010
TX,VALVERDE,48,465,6285,0.520,5635,0.466,161,0.013
TX,VANZANDT,48,467,3084,0.161,15794,0.827,222,0.012
TX,VICTORIA,48,469,8802,0.305,19692,0.682,359,0.012
TX,WALKER,48,471,6252,0.335,12140,0.650,293,0.016
TX,WALLER,48,473,6514,0.410,9244,0.581,144,0.009
TX,WARD,48,475,841,0.259,2366,0.729,38,0.012
TX,WASHINGTON,48,477,3381,0.235,10857,0.754,159,0.011
TX,WEBB,48,479,37597,0.766,11078,0.226,435,0.009
TX,WHARTON,48,481,4235,0.301,9750,0.692,102,0.007
TX,WHEELER,48,483,232,0.109,1878,0.883,18,0.008
TX,WICHITA,48,485,10525,0.257,29812,0.727,681,0.017
TX,WILBARGER,48,487,971,0.244,2956,0.743,53,0.013
TX,WILLIAMSON,48,491,61875,0.379,97006,0.594,4390,0.027
TX,WILSON,48,493,4821,0.280,12218,0.710,166,0.010
TX,WINKLER,48,495,398,0.231,1311,0.760,16,0.009
TX,WISE,48,497,3221,0.155,17207,0.829,317,0.015
TX,WOOD,48,499,3056,0.174,14351,0.816,174,0.010
TX,YOAKUM,48,501,409,0.192,1698,0.798,21,0.010
TX,YOUNG,48,503,992,0.136,6225,0.851,99,0.014
TX,ZAPATA,48,505,2527,0.713,997,0.281,19,0.005
TX,ZAVALA,48,507,3042,0.833,574,0.157,37,0.010
UT,BEAVER,49,001,346,0.135,2174,0.849,40,0.016
UT,BOXELDER,49,003,1984,0.102,17101,0.881,323,0.017
UT,CACHE,49,005,6244,0.148,35039,0.828,1010,0.024
UT,CARBON,49,007,2275,0.301,5090,0.673,202,0.027
UT,DAGGETT,49,009,94,0.181,406,0.781,20,0.038
UT,DAVIS,49,011,21889,0.181,96861,0.800,2319,0.019
UT,DUCHESNE,49,013,581,0.091,5698,0.893,100,0.016
UT,EMERY,49,015,569,0.128,3777,0.849,103,0.023
UT,GARFIELD,49,017,308,0.141,1832,0.840,42,0.019
UT,GRAND,49,019,1727,0.437,1996,0.505,227,0.057
UT,IRON,49,021,2148,0.129,14200,0.850,353,0.021
UT,JUAB,49,023,451,0.114,3448,0.868,73,0.018
UT,KANE,49,025,744,0.221,2522,0.748,105,0.031
UT,MILLARD,49,027,431,0.086,4478,0.891,117,0.023
UT,MORGAN,49,029,403,0.088,4114,0.895,80,0.017
UT,PIUTE,49,031,74,0.095,697,0.891,11,0.014
UT,RICH,49,033,83,0.082,915,0.909,9,0.009
UT,SALTLAKE,49,035,146147,0.383,223811,0.586,11841,0.031
UT,SANPETE,49,039,980,0.103,8406,0.880,161,0.017
UT,SEVIER,49,041,738,0.091,7207,0.893,124,0.015
UT,SUMMIT,49,043,8072,0.462,8884,0.508,532,0.030
UT,TOOELE,49,045,4524,0.235,14268,0.741,469,0.024
UT,UINTAH,49,047,997,0.086,10421,0.900,165,0.014
UT,UTAH,49,049,17281,0.097,156950,0.883,3482,0.020
UT,WASATCH,49,051,2191,0.228,7220,0.753,178,0.019
UT,WASHINGTON,49,053,8337,0.154,44698,0.828,977,0.018
UT,WAYNE,49,055,215,0.162,1089,0.821,23,0.017
UT,WEBER,49,057,19841,0.261,54224,0.714,1847,0.024
VT,ADDISON,50,001,12257,0.684,5203,0.291,450,0.025
VT,BENNINGTON,50,003,11514,0.654,5687,0.323,392,0.022
VT,CALEDONIA,50,005,8192,0.600,5088,0.372,381,0.028
VT,CHITTENDEN,50,007,53626,0.696,21571,0.280,1883,0.024
VT,ESSEX,50,009,1539,0.550,1164,0.416,95,0.034
VT,FRANKLIN,50,011,12057,0.606,7405,0.372,426,0.021
VT,GRANDISLE,50,013,2531,0.621,1471,0.361,73,0.018
VT,LAMOILLE,50,015,8371,0.698,3342,0.279,275,0.023
VT,ORANGE,50,017,9076,0.646,4588,0.326,389,0.028
VT,ORLEANS,50,019,7117,0.609,4306,0.368,269,0.023
VT,RUTLAND,50,021,17088,0.597,10835,0.379,686,0.024
VT,WASHINGTON,50,023,20351,0.694,8093,0.276,863,0.029
VT,WINDHAM,50,025,16026,0.731,5347,0.244,564,0.026
VT,WINDSOR,50,027,19494,0.679,8598,0.300,607,0.021
VA,AMELIA,51,007,2490,0.360,4331,0.626,94,0.014
VA,AMHERST,51,009,5900,0.394,8876,0.593,194,0.013
VA,APPOMATTOX,51,011,2453,0.309,5340,0.673,142,0.018
VA,BATH,51,017,894,0.402,1274,0.573,55,0.025
VA,BLAND,51,021,735,0.249,2144,0.727,69,0.023
VA,BOTETOURT,51,023,5452,0.299,12479,0.684,310,0.017
VA,BRUNSWICK,51,025,4994,0.621,2968,0.369,75,0.009
VA,BUCHANAN,51,027,3094,0.321,6436,0.667,116,0.012
VA,BUCKINGHAM,51,029,3750,0.503,3569,0.479,138,0.019
VA,CAMPBELL,51,031,7595,0.296,17695,0.689,406,0.016
VA,CAROLINE,51,033,7276,0.533,6151,0.451,225,0.016
VA,CARROLL,51,035,3685,0.285,8736,0.676,497,0.038
VA,CHARLESCITY,51,036,2772,0.655,1396,0.330,64,0.015
VA,CHARLOTTE,51,037,2503,0.424,3311,0.561,84,0.014
VA,CHESTERFIELD,51,041,77694,0.454,90934,0.532,2360,0.014
VA,CLARKE,51,043,3239,0.417,4296,0.553,227,0.029
VA,CRAIG,51,045,830,0.311,1757,0.659,80,0.030
VA,CULPEPER,51,047,8285,0.410,11580,0.573,346,0.017
VA,CUMBERLAND,51,049,2422,0.480,2538,0.503,88,0.017
VA,DICKENSON,51,051,2473,0.358,4274,0.619,157,0.023
VA,DINWIDDIE,51,053,6550,0.482,6875,0.506,164,0.012
VA,ESSEX,51,057,3016,0.531,2602,0.459,57,0.010
VA,FAUQUIER,51,061,13965,0.393,21034,0.592,556,0.016
VA,FLOYD,51,063,2732,0.357,4673,0.611,239,0.031
VA,FLUVANNA,51,065,5893,0.462,6678,0.524,178,0.014
VA,FRANKLIN,51,067,9090,0.340,16718,0.626,899,0.034
VA,GILES,51,071,2730,0.361,4660,0.617,168,0.022
VA,GLOUCESTER,51,073,6764,0.351,12137,0.629,382,0.020
VA,GOOCHLAND,51,075,4676,0.351,8448,0.634,191,0.014
VA,GRAYSON,51,077,2068,0.290,4801,0.674,252,0.035
VA,GREENE,51,079,3290,0.365,5569,0.617,164,0.018
VA,HALIFAX,51,083,7766,0.465,8694,0.521,232,0.014
VA,HANOVER,51,085,18294,0.310,39940,0.676,824,0.014
VA,HENRICO,51,087,89594,0.552,70449,0.434,2198,0.014
VA,HIGHLAND,51,091,459,0.325,924,0.654,30,0.021
VA,ISLEOFWIGHT,51,093,8761,0.421,11802,0.567,264,0.013
VA,JAMESCITY,51,095,17879,0.434,22843,0.554,518,0.013
VA,KING&QUEEN,51,097,1745,0.477,1865,0.510,45,0.012
VA,KINGGEORGE,51,099,4477,0.395,6604,0.583,244,0.022
VA,KINGWILLIAM,51,101,3344,0.375,5466,0.613,113,0.013
VA,LEE,51,105,2583,0.269,6847,0.713,168,0.018
VA,LOUDOUN,51,107,82479,0.515,75292,0.470,2289,0.014
VA,LOUISA,51,109,6953,0.423,9215,0.560,284,0.017
VA,LUNENBURG,51,111,2684,0.468,2969,0.518,81,0.014
VA,MADISON,51,113,2639,0.399,3869,0.585,106,0.016
VA,MECKLENBURG,51,117,6921,0.459,7973,0.529,183,0.012
VA,MONTGOMERY,51,121,19903,0.485,20006,0.488,1100,0.027
VA,NELSON,51,125,4171,0.506,3947,0.478,132,0.016
VA,NEWKENT,51,127,3555,0.325,7246,0.662,152,0.014
VA,NOTTOWAY,51,135,3344,0.488,3409,0.498,93,0.014
VA,ORANGE,51,137,6870,0.420,9244,0.565,240,0.015
VA,PAGE,51,139,3724,0.364,6344,0.620,160,0.016
VA,PATRICK,51,141,2417,0.293,5622,0.681,220,0.027
VA,PITTSYLVANIA,51,143,10858,0.354,19263,0.628,560,0.018
VA,POWHATAN,51,145,4088,0.263,11200,0.721,237,0.015
VA,PRINCEEDWARD,51,147,5132,0.555,3952,0.428,155,0.017
VA,PRINCEGEORGE,51,149,6991,0.436,8879,0.553,176,0.011
VA,PULASKI,51,155,5292,0.360,8920,0.608,468,0.032
VA,RAPPAHANNOCK,51,157,1980,0.454,2311,0.530,66,0.015
VA,RICHMOND,51,159,1574,0.418,2160,0.573,36,0.010
VA,RUSSELL,51,167,3718,0.308,8180,0.677,190,0.016
VA,SCOTT,51,169,2395,0.240,7439,0.744,158,0.016
VA,SHENANDOAH,51,171,6469,0.334,12538,0.647,366,0.019
VA,SMYTH,51,173,4171,0.326,8379,0.656,227,0.018
VA,SOUTHAMPTON,51,175,4437,0.479,4733,0.511,94,0.010
VA,SPOTSYLVANIA,51,177,25165,0.434,31844,0.549,965,0.017
VA,STAFFORD,51,179,27182,0.449,32480,0.536,921,0.015
VA,SURRY,51,181,2576,0.598,1671,0.388,61,0.014
VA,SUSSEX,51,183,3358,0.617,2021,0.372,61,0.011
VA,TAZEWELL,51,185,3661,0.206,13843,0.781,228,0.013
VA,WARREN,51,187,6452,0.386,9869,0.591,377,0.023
VA,WASHINGTON,51,191,7076,0.276,18141,0.708,415,0.016
VA,WYTHE,51,197,3783,0.306,8324,0.674,251,0.020
VA,ALEXANDRIACITY,51,510,52199,0.711,20249,0.276,963,0.013
VA,BEDFORDCITY,51,515,1225,0.437,1527,0.544,53,0.019
VA,BUENAVISTACITY,51,530,919,0.364,1564,0.619,43,0.017
VA,CHARLOTTESVILLECITY,51,540,16510,0.757,4844,0.222,443,0.020
VA,CHESAPEAKECITY,51,550,55052,0.499,53900,0.488,1473,0.013
VA,COLONIALHEIGHTSCITY,51,570,2544,0.295,5941,0.689,139,0.016
VA,COVINGTONCITY,51,580,1319,0.566,975,0.418,36,0.015
VA,DANVILLECITY,51,590,12218,0.605,7763,0.384,223,0.011
VA,EMPORIACITY,51,595,1793,0.665,886,0.329,17,0.006
VA,FAIRFAXCITY,51,600,6651,0.572,4775,0.411,203,0.017
VA,FALLSCHURCHCITY,51,610,5015,0.689,2147,0.295,114,0.016
VA,FRANKLINCITY,51,620,2833,0.650,1496,0.343,31,0.007
