STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,BUSH_VOTES,BUSH_%,OTHER_VOTES,OTHER_%
AL,AUTAUGA,01,001,4758,0.237,15196,0.757,127,0.006
AL,BALDWIN,01,003,15599,0.225,52971,0.764,750,0.011
AL,BARBOUR,01,005,4832,0.448,5899,0.547,46,0.004
AL,BIBB,01,007,2089,0.275,5472,0.72,39,0.005
AL,BLOUNT,01,009,3938,0.183,17386,0.809,180,0.008
AL,BULLOCK,01,011,3210,0.681,1494,0.317,13,0.003
AL,BUTLER,01,013,3413,0.406,4979,0.592,24,0.003
AL,CALHOUN,01,015,15083,0.333,29814,0.659,352,0.008
AL,CHAMBERS,01,017,5347,0.41,7622,0.585,63,0.005
AL,CHEROKEE,01,019,3040,0.336,5923,0.655,86,0.01
AL,CHILTON,01,021,3778,0.226,12829,0.769,86,0.005
AL,CHOCTAW,01,023,3303,0.457,3897,0.539,27,0.004
AL,CLARKE,01,025,4627,0.406,6730,0.591,37,0.003
AL,CLAY,01,027,1893,0.288,4624,0.703,59,0.009
AL,CLEBURNE,01,029,1391,0.24,4370,0.754,37,0.006
AL,COFFEE,01,031,4480,0.254,13019,0.739,117,0.007
AL,COLBERT,01,033,10598,0.443,13188,0.551,149,0.006
AL,CONECUH,01,035,2719,0.452,3271,0.543,31,0.005
AL,COOSA,01,037,2055,0.411,2905,0.581,41,0.008
AL,COVINGTON,01,039,3423,0.234,11119,0.76,85,0.006
AL,CRENSHAW,01,041,1698,0.309,3777,0.687,25,0.005
AL,CULLMAN,01,043,8045,0.229,26818,0.762,328,0.009
AL,DALE,01,045,4484,0.246,13621,0.747,126,0.007
AL,DALLAS,01,047,11175,0.602,7335,0.395,63,0.003
AL,DEKALB,01,049,7092,0.294,16904,0.7,139,0.006
AL,ELMORE,01,051,6471,0.226,22056,0.769,153,0.005
AL,ESCAMBIA,01,053,3814,0.308,8513,0.687,68,0.005
AL,ETOWAH,01,055,15328,0.359,26999,0.633,353,0.008
AL,FAYETTE,01,057,2408,0.301,5534,0.692,60,0.007
AL,FRANKLIN,01,059,4514,0.368,7690,0.627,65,0.005
AL,GENEVA,01,061,2113,0.201,8342,0.793,65,0.006
AL,GREENE,01,063,3764,0.793,958,0.202,26,0.005
AL,HALE,01,065,4631,0.583,3281,0.413,33,0.004
AL,HENRY,01,067,2452,0.333,4881,0.663,28,0.004
AL,HOUSTON,01,069,9144,0.253,26874,0.742,183,0.005
AL,JACKSON,01,071,8635,0.425,11534,0.568,152,0.007
AL,JEFFERSON,01,073,132286,0.452,158680,0.542,2001,0.007
AL,LAMAR,01,075,1956,0.284,4894,0.711,35,0.005
AL,LAUDERDALE,01,077,14628,0.394,22161,0.597,318,0.009
AL,LAWRENCE,01,079,6155,0.44,7730,0.552,116,0.008
AL,LEE,01,081,16227,0.364,27972,0.627,411,0.009
AL,LIMESTONE,01,083,9126,0.314,19702,0.678,245,0.008
AL,LOWNDES,01,085,4233,0.703,1786,0.297,2,0
AL,MACON,01,087,7800,0.829,1570,0.167,37,0.004
AL,MADISON,01,089,52644,0.402,77173,0.589,1245,0.009
AL,MARENGO,01,091,5037,0.488,5255,0.509,30,0.003
AL,MARION,01,093,3808,0.296,8983,0.698,84,0.007
AL,MARSHALL,01,095,8452,0.268,22783,0.723,256,0.008
AL,MOBILE,01,097,63732,0.407,92014,0.587,1025,0.007
AL,MONROE,01,099,3666,0.385,5831,0.612,37,0.004
AL,MONTGOMERY,01,101,45160,0.504,44097,0.492,393,0.004
AL,MORGAN,01,103,14131,0.301,32477,0.691,399,0.008
AL,PERRY,01,105,3767,0.682,1738,0.315,18,0.003
AL,PICKENS,01,107,3915,0.429,5170,0.566,47,0.005
AL,PIKE,01,109,4334,0.365,7483,0.63,66,0.006
AL,RANDOLPH,01,111,2817,0.313,6127,0.681,57,0.006
AL,RUSSELL,01,113,8375,0.498,8337,0.496,97,0.006
AL,SAINTCLAIR,01,115,5456,0.187,23500,0.806,205,0.007
AL,SHELBY,01,117,14850,0.188,63435,0.804,621,0.008
AL,SUMTER,01,119,4527,0.704,1880,0.292,26,0.004
AL,TALLADEGA,01,121,11374,0.38,18331,0.613,193,0.006
AL,TALLAPOOSA,01,123,5451,0.304,12392,0.69,109,0.006
AL,TUSCALOOSA,01,125,26447,0.379,42877,0.614,506,0.007
AL,WALKER,01,127,9016,0.318,19167,0.676,184,0.006
AL,WASHINGTON,01,129,3145,0.381,5060,0.614,42,0.005
AL,WILCOX,01,131,3838,0.675,1834,0.323,10,0.002
AL,WINSTON,01,133,2236,0.215,8130,0.78,57,0.005
AZ,APACHE,04,001,15658,0.647,8384,0.346,156,0.006
AZ,COCHISE,04,003,17514,0.394,26556,0.597,413,0.009
AZ,COCONINO,04,005,29243,0.559,22526,0.431,498,0.01
AZ,GILA,04,007,8314,0.399,12343,0.592,186,0.009
AZ,GRAHAM,04,009,3185,0.297,7467,0.697,68,0.006
AZ,GREENLEE,04,011,1146,0.374,1899,0.619,22,0.007
AZ,LAPAZ,04,012,1849,0.366,3158,0.625,48,0.009
AZ,MARICOPA,04,013,504849,0.423,679455,0.57,8447,0.007
AZ,MOHAVE,04,015,20503,0.355,36794,0.636,510,0.009
AZ,NAVAJO,04,017,14815,0.458,17277,0.534,251,0.008
AZ,PIMA,04,019,193128,0.526,171277,0.467,2670,0.007
AZ,PINAL,04,021,27252,0.422,37006,0.573,364,0.006
AZ,SANTACRUZ,04,023,6909,0.592,4668,0.4,91,0.008
AZ,YAVAPAI,04,025,33127,0.379,53468,0.612,794,0.009
AZ,YUMA,04,027,16032,0.417,22184,0.577,249,0.006
AR,ARKANSAS,05,001,3110,0.448,3789,0.545,47,0.007
AR,ASHLEY,05,003,3881,0.456,4567,0.537,64,0.008
AR,BAXTER,05,005,7129,0.385,11128,0.601,273,0.015
AR,BENTON,05,007,20756,0.305,46571,0.684,794,0.012
AR,BOONE,05,009,4640,0.314,9793,0.663,344,0.023
AR,BRADLEY,05,011,2206,0.519,2011,0.473,32,0.008
AR,CALHOUN,05,013,939,0.408,1340,0.583,20,0.009
AR,CARROLL,05,015,4161,0.397,6184,0.59,136,0.013
AR,CHICOT,05,017,2993,0.629,1725,0.363,39,0.008
AR,CLARK,05,019,4990,0.542,4144,0.45,77,0.008
AR,CLAY,05,021,3264,0.535,2759,0.453,73,0.012
AR,CLEBURNE,05,023,4517,0.384,7107,0.604,137,0.012
AR,CLEVELAND,05,025,1450,0.415,2009,0.575,37,0.011
AR,COLUMBIA,05,027,4108,0.415,5729,0.578,72,0.007
AR,CONWAY,05,029,3982,0.493,4009,0.496,93,0.012
AR,CRAIGHEAD,05,031,13665,0.459,15818,0.531,318,0.011
AR,CRAWFORD,05,033,6764,0.332,13391,0.656,246,0.012
AR,CRITTENDEN,05,035,8277,0.541,6930,0.453,93,0.006
AR,CROSS,05,037,3135,0.443,3864,0.546,75,0.011
AR,DALLAS,05,039,1671,0.493,1700,0.502,17,0.005
AR,DESHA,05,041,2851,0.614,1729,0.372,67,0.014
AR,DREW,05,043,2952,0.472,3262,0.522,35,0.006
AR,FAULKNER,05,045,14538,0.396,21514,0.586,634,0.017
AR,FRANKLIN,05,047,3008,0.413,4181,0.574,100,0.014
AR,FULTON,05,049,2370,0.478,2522,0.509,63,0.013
AR,GARLAND,05,051,18040,0.449,21734,0.541,380,0.009
AR,GRANT,05,053,2524,0.373,4205,0.621,41,0.006
AR,GREENE,05,055,6564,0.47,7237,0.519,154,0.011
AR,HEMPSTEAD,05,057,3817,0.512,3580,0.48,55,0.007
AR,HOTSPRING,05,059,5901,0.489,5960,0.494,204,0.017
AR,HOWARD,05,061,2166,0.438,2736,0.554,41,0.008
AR,INDEPENDENCE,05,063,5443,0.418,7430,0.571,138,0.011
AR,IZARD,05,065,2586,0.471,2833,0.516,74,0.013
AR,JACKSON,05,067,3515,0.565,2624,0.422,80,0.013
AR,JEFFERSON,05,069,19675,0.645,10218,0.335,600,0.02
AR,JOHNSON,05,071,3622,0.45,4311,0.536,111,0.014
AR,LAFAYETTE,05,073,1567,0.491,1604,0.503,20,0.006
AR,LAWRENCE,05,075,3544,0.536,2951,0.446,120,0.018
AR,LEE,05,077,2548,0.625,1492,0.366,40,0.01
AR,LINCOLN,05,079,2149,0.523,1921,0.468,39,0.009
AR,LITTLERIVER,05,081,2677,0.506,2575,0.486,42,0.008
AR,LOGAN,05,083,3361,0.393,5076,0.594,114,0.013
AR,LONOKE,05,085,7454,0.338,14398,0.654,178,0.008
AR,MADISON,05,087,2421,0.379,3873,0.607,90,0.014
AR,MARION,05,089,2602,0.379,4127,0.601,138,0.02
AR,MILLER,05,091,6139,0.418,8448,0.576,91,0.006
AR,MISSISSIPPI,05,093,7593,0.536,6121,0.432,439,0.031
AR,MONROE,05,095,2049,0.559,1586,0.433,32,0.009
AR,MONTGOMERY,05,097,1524,0.385,2367,0.598,67,0.017
AR,NEVADA,05,099,1694,0.487,1752,0.504,31,0.009
AR,NEWTON,05,101,1506,0.344,2779,0.635,93,0.021
AR,OUACHITA,05,103,5188,0.487,5345,0.502,117,0.011
AR,PERRY,05,105,1921,0.434,2435,0.55,75,0.017
AR,PHILLIPS,05,107,5642,0.636,3161,0.356,65,0.007
AR,PIKE,05,109,1310,0.389,2013,0.598,44,0.013
AR,POINSETT,05,111,4069,0.527,3555,0.46,99,0.013
AR,POLK,05,113,2473,0.317,5192,0.666,134,0.017
AR,POPE,05,115,7100,0.34,13614,0.651,188,0.009
AR,PRAIRIE,05,117,1562,0.431,2030,0.56,32,0.009
AR,PULASKI,05,119,84532,0.55,67903,0.442,1185,0.008
AR,RANDOLPH,05,121,3412,0.512,3158,0.474,97,0.015
AR,SAINTFRANCIS,05,123,5684,0.593,3815,0.398,89,0.009
AR,SALINE,05,125,14153,0.359,24864,0.631,359,0.009
AR,SCOTT,05,127,1473,0.365,2514,0.623,51,0.013
AR,SEARCY,05,129,1370,0.343,2565,0.643,57,0.014
AR,SEBASTIAN,05,131,16479,0.373,27303,0.618,429,0.01
AR,SEVIER,05,133,2035,0.442,2516,0.547,50,0.011
AR,SHARP,05,135,3265,0.437,4097,0.548,108,0.014
AR,STONE,05,137,2255,0.406,3188,0.575,106,0.019
AR,UNION,05,139,7071,0.397,10502,0.589,259,0.015
AR,VANBUREN,05,141,3310,0.449,3988,0.541,76,0.01
AR,WASHINGTON,05,143,27597,0.431,35726,0.557,780,0.012
AR,WHITE,05,145,9129,0.345,17001,0.643,295,0.011
AR,WOODRUFF,05,147,1972,0.652,1021,0.337,33,0.011
AR,YELL,05,149,2913,0.437,3678,0.552,68,0.01
CA,ALAMEDA,06,001,422585,0.752,130911,0.233,8594,0.015
CA,ALPINE,06,003,373,0.532,311,0.444,17,0.024
CA,AMADOR,06,005,6541,0.366,11107,0.621,243,0.014
CA,BUTTE,06,007,42448,0.441,51662,0.537,2047,0.021
CA,CALAVERAS,06,009,8286,0.371,13601,0.609,456,0.02
CA,COLUSA,06,011,1947,0.316,4142,0.672,77,0.012
CA,CONTRACOSTA,06,013,257254,0.623,150608,0.365,5166,0.013
CA,DELNORTE,06,015,3892,0.413,5356,0.569,173,0.018
CA,ELDORADO,06,017,32242,0.373,52878,0.612,1244,0.014
CA,FRESNO,06,019,103154,0.417,141988,0.574,2321,0.009
CA,GLENN,06,021,2995,0.317,6308,0.667,151,0.016
CA,HUMBOLDT,06,023,37988,0.577,25714,0.39,2184,0.033
CA,IMPERIAL,06,025,17964,0.524,15890,0.464,420,0.012
CA,INYO,06,027,3350,0.389,5091,0.591,175,0.02
CA,KERN,06,029,68603,0.325,140417,0.665,2154,0.01
CA,KINGS,06,031,10833,0.337,21003,0.654,274,0.009
CA,LAKE,06,033,13141,0.532,11093,0.449,485,0.02
CA,LASSEN,06,035,3158,0.276,8126,0.71,166,0.014
CA,LOSANGELES,06,037,1907736,0.631,1076225,0.356,39319,0.013
CA,MADERA,06,039,13481,0.347,24871,0.64,498,0.013
CA,MARIN,06,041,99070,0.732,34378,0.254,1877,0.014
CA,MARIPOSA,06,043,3251,0.375,5215,0.602,192,0.022
CA,MENDOCINO,06,045,24385,0.635,12955,0.337,1089,0.028
CA,MERCED,06,047,24491,0.423,32773,0.565,696,0.012
CA,MODOC,06,049,1149,0.257,3235,0.724,83,0.019
CA,MONO,06,051,2628,0.492,2621,0.491,89,0.017
CA,MONTEREY,06,053,75241,0.604,47838,0.384,1574,0.013
CA,NAPA,06,055,33666,0.595,22059,0.39,874,0.015
CA,NEVADA,06,057,24220,0.449,28790,0.534,910,0.017
CA,ORANGE,06,059,419239,0.39,641832,0.597,14328,0.013
CA,PLACER,06,061,55573,0.363,95969,0.626,1736,0.011
CA,PLUMAS,06,063,4129,0.369,6905,0.617,156,0.014
CA,RIVERSIDE,06,065,228806,0.41,322473,0.578,6300,0.011
CA,SACRAMENTO,06,067,236657,0.495,235539,0.493,5670,0.012
CA,SANBENITO,06,069,9851,0.526,8698,0.465,176,0.009
CA,SANBERNARDINO,06,071,227789,0.436,289306,0.553,5682,0.011
CA,SANDIEGO,06,073,526437,0.463,596033,0.525,13874,0.012
CA,SANFRANCISCO,06,075,296772,0.835,54355,0.153,4357,0.012
CA,SANJOAQUIN,06,077,87012,0.458,100978,0.532,1874,0.01
CA,SANLUISOBISPO,06,079,58742,0.455,67995,0.527,2313,0.018
CA,SANMATEO,06,081,197922,0.695,83315,0.292,3620,0.013
CA,SANTABARBARA,06,083,90314,0.532,76806,0.452,2741,0.016
CA,SANTACLARA,06,085,386100,0.639,209094,0.346,8622,0.014
CA,SANTACRUZ,06,087,89102,0.73,30354,0.249,2628,0.022
CA,SHASTA,06,089,24339,0.313,52249,0.672,1143,0.015
CA,SIERRA,06,091,646,0.332,1249,0.641,53,0.027
CA,SISKIYOU,06,093,7880,0.377,12673,0.606,346,0.017
CA,SOLANO,06,095,85096,0.572,62301,0.419,1440,0.01
CA,SONOMA,06,097,148261,0.672,68204,0.309,4225,0.019
CA,STANISLAUS,06,099,58829,0.404,85407,0.586,1388,0.01
CA,SUTTER,06,101,9602,0.319,20254,0.672,289,0.01
CA,TEHAMA,06,103,7504,0.32,15572,0.664,368,0.016
CA,TRINITY,06,105,2782,0.427,3560,0.547,171,0.026
CA,TULARE,06,107,32494,0.329,65399,0.662,967,0.01
CA,TUOLUMNE,06,109,10104,0.385,15745,0.6,386,0.015
CA,VENTURA,06,111,148859,0.475,160314,0.512,4020,0.013
CA,YOLO,06,113,42885,0.593,28005,0.388,1379,0.019
CA,YUBA,06,115,5687,0.316,12076,0.67,261,0.014
CO,ADAMS,08,001,69122,0.506,65912,0.482,1643,0.012
CO,ALAMOSA,08,003,3017,0.48,3179,0.506,83,0.013
CO,ARAPAHOE,08,005,110262,0.475,119475,0.514,2628,0.011
CO,ARCHULETA,08,007,2141,0.367,3601,0.617,97,0.017
CO,BACA,08,009,483,0.221,1680,0.769,23,0.011
CO,BENT,08,011,785,0.364,1338,0.621,32,0.015
CO,BOULDER,08,013,105564,0.663,51586,0.324,2109,0.013
CO,BROOMFIELD,08,014,10935,0.471,12007,0.517,293,0.013
CO,CHAFFEE,08,015,3766,0.429,4875,0.556,129,0.015
CO,CHEYENNE,08,017,198,0.175,923,0.814,13,0.011
CO,CLEARCREEK,08,019,2989,0.533,2522,0.449,102,0.018
CO,CONEJOS,08,021,1894,0.498,1864,0.49,45,0.012
CO,COSTILLA,08,023,1170,0.665,566,0.322,24,0.014
CO,CROWLEY,08,025,478,0.32,1006,0.674,9,0.006
CO,CUSTER,08,027,739,0.304,1657,0.682,32,0.013
CO,DELTA,08,029,4224,0.298,9722,0.687,213,0.015
CO,DENVER,08,031,166135,0.696,69903,0.293,2788,0.012
CO,DOLORES,08,033,333,0.29,785,0.684,29,0.025
CO,DOUGLAS,08,035,39661,0.327,80651,0.665,889,0.007
CO,EAGLE,08,037,9744,0.526,8533,0.461,234,0.013
CO,ELBERT,08,039,2834,0.249,8389,0.738,141,0.012
CO,ELPASO,08,041,77648,0.321,161361,0.667,2779,0.011
CO,FREMONT,08,043,5933,0.32,12313,0.665,280,0.015
CO,GARFIELD,08,045,9228,0.447,11123,0.539,296,0.014
CO,GILPIN,08,047,1807,0.565,1329,0.416,60,0.019
CO,GRAND,08,049,3243,0.426,4260,0.56,106,0.014
CO,GUNNISON,08,051,4782,0.568,3479,0.413,159,0.019
CO,HINSDALE,08,053,236,0.392,355,0.59,11,0.018
CO,HUERFANO,08,055,1656,0.488,1701,0.501,39,0.011
CO,JACKSON,08,057,210,0.225,710,0.76,14,0.015
CO,JEFFERSON,08,059,126558,0.466,140644,0.518,4366,0.016
CO,KIOWA,08,061,172,0.193,712,0.798,8,0.009
CO,KITCARSON,08,063,729,0.208,2721,0.777,52,0.015
CO,LAKE,08,065,1623,0.55,1261,0.428,65,0.022
CO,LAPLATA,08,067,13409,0.526,11704,0.459,400,0.016
CO,LARIMER,08,069,68266,0.466,75884,0.518,2286,0.016
CO,LASANIMAS,08,071,3300,0.501,3196,0.485,96,0.015
CO,LINCOLN,08,073,503,0.215,1819,0.778,15,0.006
CO,LOGAN,08,075,2491,0.284,6168,0.704,107,0.012
CO,MESA,08,077,19564,0.316,41539,0.671,782,0.013
CO,MINERAL,08,079,227,0.367,383,0.619,9,0.015
CO,MOFFAT,08,081,1335,0.234,4247,0.744,123,0.022
CO,MONTEZUMA,08,083,3867,0.351,6988,0.634,160,0.015
CO,MONTROSE,08,085,4776,0.294,11218,0.692,225,0.014
CO,MORGAN,08,087,3039,0.306,6787,0.683,110,0.011
CO,OTERO,08,089,3164,0.387,4947,0.605,69,0.008
CO,OURAY,08,091,1278,0.47,1402,0.515,41,0.015
CO,PARK,08,093,3445,0.412,4781,0.572,131,0.016
CO,PHILLIPS,08,095,582,0.25,1717,0.738,26,0.011
CO,PITKIN,08,097,6335,0.684,2784,0.301,137,0.015
CO,PROWERS,08,099,1308,0.276,3392,0.715,45,0.009
CO,PUEBLO,08,101,35369,0.526,31117,0.463,701,0.01
CO,RIOBLANCO,08,103,566,0.188,2403,0.8,34,0.011
CO,RIOGRANDE,08,105,2006,0.363,3448,0.624,72,0.013
CO,ROUTT,08,107,6392,0.543,5199,0.442,171,0.015
CO,SAGUACHE,08,109,1594,0.569,1163,0.415,46,0.016
CO,SANJUAN,08,111,253,0.521,216,0.444,17,0.035
CO,SANMIGUEL,08,113,2876,0.716,1079,0.268,64,0.016
CO,SEDGWICK,08,115,374,0.275,971,0.714,15,0.011
CO,SUMMIT,08,117,8144,0.593,5370,0.391,220,0.016
CO,TELLER,08,119,3556,0.3,8094,0.683,192,0.016
CO,WASHINGTON,08,121,455,0.18,2050,0.81,25,0.01
CO,WELD,08,123,31868,0.359,55591,0.627,1194,0.013
CO,YUMA,08,125,1064,0.233,3456,0.758,39,0.009
CT,FAIRFIELD,09,001,205902,0.514,189605,0.473,5460,0.014
CT,HARTFORD,09,003,229902,0.587,154919,0.395,6987,0.018
CT,LITCHFIELD,09,005,44647,0.462,50160,0.519,1861,0.019
CT,MIDDLESEX,09,007,47292,0.563,35252,0.42,1440,0.017
CT,NEWHAVEN,09,009,199060,0.543,160390,0.438,6942,0.019
CT,NEWLONDON,09,011,66062,0.558,49931,0.422,2367,0.02
CT,TOLLAND,09,013,39146,0.546,31245,0.436,1338,0.019
CT,WINDHAM,09,015,25477,0.521,22324,0.457,1060,0.022
DE,KENT,10,001,23875,0.426,31578,0.564,527,0.009
DE,NEWCASTLE,10,003,146179,0.606,93079,0.386,2143,0.009
DE,SUSSEX,10,005,30098,0.387,47003,0.605,648,0.008
DC,DISTRICTOF,11,001,202970,0.892,21256,0.093,3360,0.015
FL,ALACHUA,12,001,62504,0.561,47762,0.429,1062,0.01
FL,BAKER,12,003,2180,0.219,7738,0.777,37,0.004
FL,BAY,12,005,21068,0.281,53404,0.712,552,0.007
FL,BRADFORD,12,007,3224,0.298,7557,0.697,54,0.005
FL,BREVARD,12,009,110309,0.416,153068,0.577,2085,0.008
FL,BROWARD,12,011,453873,0.642,244674,0.346,8325,0.012
FL,CALHOUN,12,013,2116,0.355,3782,0.634,65,0.011
FL,CHARLOTTE,12,015,34256,0.429,44428,0.557,1102,0.014
FL,CITRUS,12,017,29277,0.421,39500,0.569,690,0.01
FL,CLAY,12,019,18971,0.233,62078,0.762,446,0.005
FL,COLLIER,12,021,43892,0.341,83631,0.65,1160,0.009
FL,COLUMBIA,12,023,8031,0.321,16758,0.671,202,0.008
FL,DESOTO,12,027,3913,0.411,5524,0.581,73,0.008
FL,DIXIE,12,029,1960,0.304,4434,0.688,48,0.007
FL,DUVAL,12,031,158610,0.416,220190,0.578,2261,0.006
FL,ESCAMBIA,12,033,48329,0.337,93566,0.653,1383,0.01
FL,FLAGLER,12,035,18578,0.483,19633,0.51,269,0.007
FL,FRANKLIN,12,037,2401,0.405,3472,0.585,58,0.01
FL,GADSDEN,12,039,14629,0.697,6253,0.298,102,0.005
FL,GILCHRIST,12,041,2017,0.288,4936,0.704,62,0.009
FL,GLADES,12,043,1718,0.41,2443,0.583,27,0.006
FL,GULF,12,045,2407,0.331,4805,0.66,65,0.009
FL,HAMILTON,12,047,2260,0.445,2792,0.55,27,0.005
FL,HARDEE,12,049,2149,0.296,5049,0.697,51,0.007
FL,HENDRY,12,051,3960,0.405,5757,0.589,58,0.006
FL,HERNANDO,12,053,37187,0.462,42635,0.529,725,0.009
FL,HIGHLANDS,12,055,15347,0.37,25878,0.624,271,0.007
FL,HILLSBOROUGH,12,057,214132,0.462,245576,0.53,3514,0.008
FL,HOLMES,12,059,1810,0.218,6412,0.773,78,0.009
FL,INDIANRIVER,12,061,23956,0.39,36938,0.601,520,0.008
FL,JACKSON,12,063,7555,0.381,12122,0.612,130,0.007
FL,JEFFERSON,12,065,4135,0.553,3298,0.441,45,0.006
FL,LAFAYETTE,12,067,845,0.254,2460,0.74,20,0.006
FL,LAKE,12,069,48221,0.389,74389,0.6,1340,0.011
FL,LEE,12,071,93860,0.39,144176,0.599,2631,0.011
FL,LEON,12,073,83873,0.615,51615,0.378,891,0.007
FL,LEVY,12,075,6074,0.365,10410,0.625,168,0.01
FL,LIBERTY,12,077,1070,0.354,1927,0.638,24,0.008
FL,MADISON,12,079,4050,0.488,4191,0.505,63,0.008
FL,MANATEE,12,081,61262,0.427,81318,0.566,1041,0.007
FL,MARION,12,083,57271,0.41,81283,0.582,1123,0.008
FL,MARTIN,12,085,30208,0.417,41362,0.571,883,0.012
FL,MIAMI-DADE,12,086,409732,0.529,361095,0.466,3899,0.005
FL,MONROE,12,087,19654,0.497,19467,0.492,414,0.01
FL,NASSAU,12,089,8573,0.262,23783,0.726,387,0.012
FL,OKALOOSA,12,091,19368,0.216,69693,0.776,695,0.008
FL,OKEECHOBEE,12,093,5153,0.423,6978,0.572,59,0.005
FL,ORANGE,12,095,193354,0.498,192539,0.496,2151,0.006
FL,OSCEOLA,12,097,38633,0.47,43117,0.525,454,0.006
FL,PALMBEACH,12,099,328687,0.604,212688,0.391,3247,0.006
FL,PASCO,12,101,84749,0.444,103230,0.541,2937,0.015
FL,PINELLAS,12,103,225460,0.495,225686,0.496,4211,0.009
FL,POLK,12,105,86009,0.408,123559,0.586,1262,0.006
FL,PUTNAM,12,107,12412,0.401,18311,0.591,250,0.008
FL,SAINTJOHNS,12,109,26399,0.306,59196,0.686,695,0.008
FL,SAINTLUCIE,12,111,51835,0.518,47592,0.476,636,0.006
FL,SANTAROSA,12,113,14659,0.218,52059,0.773,589,0.009
FL,SARASOTA,12,115,88442,0.452,104692,0.535,2518,0.013
FL,SEMINOLE,12,117,76971,0.413,108172,0.581,1052,0.006
FL,SUMTER,12,119,11584,0.364,19800,0.622,458,0.014
FL,SUWANNEE,12,121,4522,0.286,11153,0.706,127,0.008
FL,TAYLOR,12,123,3049,0.355,5467,0.637,65,0.008
FL,UNION,12,125,1251,0.268,3396,0.726,28,0.006
FL,VOLUSIA,12,127,115519,0.505,111924,0.489,1496,0.007
FL,WAKULLA,12,129,4896,0.416,6777,0.576,90,0.008
FL,WALTON,12,131,6213,0.259,17555,0.732,208,0.009
FL,WASHINGTON,12,133,2912,0.281,7369,0.711,85,0.008
GA,APPLING,13,001,1848,0.29,4494,0.705,28,0.004
GA,ATKINSON,13,003,799,0.323,1666,0.674,5,0.002
GA,BACON,13,005,930,0.245,2853,0.752,9,0.002
GA,BAKER,13,007,936,0.531,821,0.465,7,0.004
GA,BALDWIN,13,009,6775,0.465,7709,0.529,76,0.005
GA,BANKS,13,011,1149,0.205,4410,0.789,33,0.006
GA,BARROW,13,013,4095,0.231,13520,0.762,129,0.007
GA,BARTOW,13,015,7741,0.256,22311,0.737,225,0.007
GA,BENHILL,13,017,2180,0.394,3331,0.601,29,0.005
GA,BERRIEN,13,019,1638,0.293,3917,0.7,44,0.008
GA,BIBB,13,021,29322,0.508,28107,0.487,325,0.006
GA,BLECKLEY,13,023,1281,0.287,3167,0.709,20,0.004
GA,BRANTLEY,13,025,1258,0.224,4333,0.771,30,0.005
GA,BROOKS,13,027,2193,0.429,2912,0.569,11,0.002
GA,BRYAN,13,029,2590,0.259,7363,0.738,30,0.003
GA,BULLOCH,13,031,6840,0.356,12252,0.638,103,0.005
GA,BURKE,13,033,4213,0.497,4232,0.499,37,0.004
GA,BUTTS,13,035,2572,0.333,5119,0.662,44,0.006
GA,CALHOUN,13,037,1119,0.554,890,0.441,10,0.005
GA,CAMDEN,13,039,4637,0.327,9488,0.669,50,0.004
GA,CANDLER,13,043,1096,0.348,2048,0.65,7,0.002
GA,CARROLL,13,045,10224,0.289,24837,0.703,256,0.007
GA,CATOOSA,13,047,5807,0.26,16406,0.735,115,0.005
GA,CHARLTON,13,049,1064,0.314,2311,0.682,12,0.004
GA,CHATHAM,13,051,45630,0.498,45484,0.497,493,0.005
GA,CHATTAHOOCHEE,13,053,773,0.458,905,0.536,11,0.007
GA,CHATTOOGA,13,055,2809,0.358,4992,0.636,52,0.007
GA,CHEROKEE,13,057,14824,0.201,58238,0.79,624,0.008
GA,CLARKE,13,059,21718,0.581,15052,0.403,618,0.017
GA,CLAY,13,061,798,0.61,509,0.389,2,0.002
GA,CLAYTON,13,063,56113,0.705,23106,0.29,381,0.005
GA,CLINCH,13,065,750,0.331,1501,0.662,15,0.007
GA,COBB,13,067,103955,0.371,173467,0.62,2441,0.009
GA,COFFEE,13,069,3979,0.323,8306,0.674,47,0.004
GA,COLQUITT,13,071,3378,0.288,8296,0.706,71,0.006
GA,COLUMBIA,13,073,11442,0.243,35549,0.754,179,0.004
GA,COOK,13,075,1733,0.36,3065,0.636,22,0.005
GA,COWETA,13,077,10647,0.25,31682,0.745,216,0.005
GA,CRAWFORD,13,079,1552,0.352,2830,0.642,24,0.005
GA,CRISP,13,081,2357,0.377,3865,0.618,29,0.005
GA,DADE,13,083,1823,0.292,4368,0.699,56,0.009
GA,DAWSON,13,085,1407,0.173,6649,0.819,61,0.008
GA,DECATUR,13,087,3577,0.4,5348,0.597,26,0.003
GA,DEKALB,13,089,200787,0.726,73570,0.266,2152,0.008
GA,DODGE,13,091,2384,0.341,4584,0.655,27,0.004
GA,DOOLY,13,093,1973,0.513,1853,0.482,18,0.005
GA,DOUGHERTY,13,095,19805,0.588,13711,0.407,146,0.004
GA,DOUGLAS,13,097,15997,0.38,25846,0.614,261,0.006
GA,EARLY,13,099,1701,0.404,2495,0.592,17,0.004
GA,ECHOLS,13,101,231,0.233,757,0.764,3,0.003
GA,EFFINGHAM,13,103,3613,0.223,12503,0.773,51,0.003
GA,ELBERT,13,105,2984,0.39,4626,0.604,49,0.006
GA,EMANUEL,13,107,2774,0.371,4666,0.625,30,0.004
GA,EVANS,13,109,1213,0.345,2291,0.652,10,0.003
